# Tetrahedron method
       15.0982414552        0.0001956287        0.0001956294        0.0009929636        0.0009930717
       15.2227219075        0.0027218037        0.0027218370        0.0145821558        0.0145867774
       15.3472023597        0.0050724690        0.0050726754        0.0283761304        0.0283757337
       15.4716828120        0.0076115883        0.0076125383        0.0444894325        0.0445069152
       15.5961632643        0.0101500710        0.0101502614        0.0617134997        0.0617040272
       15.7206437165        0.0129630492        0.0129630693        0.0818608521        0.0818228311
       15.8451241688        0.0501740010        0.0501784096        0.3055766271        0.3053551261
       15.9696046210        0.0702399894        0.0702330076        0.4608508935        0.4603706195
       16.0940850733        0.0953141848        0.0952963264        0.6731445088        0.6737886404
       16.2185655256        0.1028025237        0.1028435359        0.7774078920        0.7775164748
       16.3430459778        0.1252376594        0.1251779098        1.0212951747        1.0208047719
       16.4675264301        0.1261717952        0.1262259249        1.1185507856        1.1189882248
       16.5920068823        0.1697353228        0.1699661978        1.6516628578        1.6542879064
       16.7164873346        0.0863202496        0.0849166950        0.8761176972        0.8642354656
       16.8409677868        0.1040375913        0.1042373264        1.1021402266        1.0898593877
       16.9654482391        0.0650244448        0.0647594453        0.7153177094        0.7021474030
       17.0899286914        0.0761202876        0.0759820566        0.8880071864        0.8818593928
       17.2144091436        0.0773777298        0.0769691356        0.9327122661        0.9427485150
       17.3388895959        0.0387064242        0.0386978524        0.5223910893        0.5223643393
       17.4633700481        0.0399910909        0.0399933206        0.5611015145        0.5610563605
       17.5878505004        0.0514328011        0.0513562788        0.7349359196        0.7350994920
       17.7123309527        0.0376244031        0.0376805625        0.5826040143        0.5825202064
       17.8368114049        0.0324960997        0.0325469352        0.5770607657        0.5770925573
       17.9612918572        0.0310512608        0.0309999304        0.6348467631        0.6345188261
       18.0857723094        0.0263063216        0.0268762521        0.6715288318        0.6587547843
       18.2102527617        0.0131078376        0.0140881602        0.3405490281        0.3121139529
       18.3347332139        0.0098896153        0.0106548464        0.1771041164        0.1541373099
       18.4592136662        0.0108250888        0.0107921321        0.1704313793        0.1690775773
       18.5836941185        0.0132272967        0.0124069412        0.2095441104        0.2322759703
       18.7081745707        0.0291769357        0.0281165471        0.4760244916        0.5081194116
       18.8326550230        0.0333667141        0.0332153368        0.8612357588        0.8696654471
       18.9571354752        0.0224517581        0.0224351094        0.7650024650        0.7655285091
       19.0816159275        0.0233531418        0.0233482359        0.9576397811        0.9576018148
       19.2060963798        0.0264139097        0.0264616672        1.1092540825        1.1090072937
       19.3305768320        0.0152610464        0.0152030396        0.7490672812        0.7494778434
       19.4550572843        0.0107153944        0.0107234386        0.5093494872        0.5092956892
       19.5795377365        0.0088723930        0.0088766488        0.4032447018        0.4032244400
       19.7040181888        0.0057357323        0.0057378471        0.1348566060        0.1348545759
       19.8284986410        0.0053059425        0.0053068085        0.1093733852        0.1093723697
